# deck: Portuguese::Frequency Master
# notetype: Portuguese (EP) – Frequency
# separator: Tab
Rank	Lemma_PT	POS	Gloss_EN	Variety	Register_Flags	Range_Blocks	Raw_Freq	Example_PT	Example_EN	Freq_Band	Thematic_Source	Tags
2994	ruptura	nf	rupture, break adjustments to be made.	EP				estávamos em ruptura com a geração que 53 | 413 nos antecedera	We were in a state of rupture with the preceding generation.	2501-3000		freq::2501-3000 freq500::2501-3000 freq1000::2501-3000 pos::noun.fem
2995	paciência	nf	patience posteriormente – Mario fled to Africa, from	EP				a espera era aborrecida. Ele não tinha where he later returned. paciência	The wait was boring. He lacked 52 | 1692+a -f patience.	2501-3000		freq::2501-3000 freq500::2501-3000 freq1000::2501-3000 pos::noun.fem
2996	firma	nf	firm (business) expressaram a desilusão que marcou esta	EP				ao trabalhar numa firma de patentes, época	The realist and psychological novels aprendeu desenho técnico – While working expressed the disillusionment that marked in a patent firm, he learned technical design. this time period. 52 | 380 53 | 394+s	2501-3000		freq::2501-3000 freq500::2501-3000 freq1000::2501-3000 pos::noun.fem
2997	abraçar	v	to hug, embrace	EP				a violência dos protestos levou à declaração • Maria não deixou também de abraçar e do estado de emergência	The violence of confortar os amigos do filho – Maria the protests led to the declaration of a state of also hugged and comforted her son’s emergency. friends. 53 | 471 52 | 688+f	2501-3000		freq::2501-3000 freq500::2501-3000 freq1000::2501-3000 pos::verb
2998	planície	nf	plain, prairie	EP				os problemas perturbam o sossego e a • uma planície de inundação é composta tranquilidade dele	His problems are por aluviões depositados periodicamente – perturbing his peace and tranquility. A flood plain is made up of periodically 53 | 406-a deposited alluvial material.	2501-3000		freq::2501-3000 freq500::2501-3000 freq1000::2501-3000 pos::noun.fem
2999	comprador	nm	buyer whales since the 9th century.	EP				em nenhum caso houve comprador no primeiro leilão	In no case was there a 52 | 439-n buyer at the first auction.	2501-3000		freq::2501-3000 freq500::2501-3000 freq1000::2501-3000 pos::noun.masc
3000	polémico	na	controversial product quality is concerned, he will not	EP				eu ainda não cheguei a uma conclusão accept substitutions. sobre este polêmico tema	I still haven’t 54 | 614-f come to a conclusion on this controversial topic.	2501-3000		freq::2501-3000 freq500::2501-3000 freq1000::2501-3000 pos::na
3001	empresarial	aj	related to a company importance.	EP				ele liderou a campanha contra a 53 | 411 classe empresarial para reduzir a competição	He led the campaign to reduce 2990 repórter nc reporter competition against the business owner’s • após certo alvoroço, os repórteres saem às class. ruas entrevistando os moradores – After some commotion, the reporters went out into 54 | 671+n -f the streets, interviewing the locals.	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3002	manga	nf	sleeve, mango 52 | 450+s -a	EP				ele arregaçou as mangas da camisa e foi		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3003	seda	nf	silk	EP				para se obter o fio de seda, o casulo é 53 | 583-f cuidadosamente desenrolado	To obtain	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3004	constantemente	av	constantly 53 | 705+a -n	EP				os hipocondríacos preocupam-se constantemente com a sua saúde		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::av
3005	ajuste	nm	adjustment, agreement 53 | 466+n	EP				há, ainda, muitos ajustes dolorosos a serem feitos	There are still many painful	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3006	posteriormente	av	later, afterwards 53 | 406	EP				Mário fugia para África, de onde regressou		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::av
3007	realista	aj	realist 53 | 717+f -a	EP				os romances realista e psicológico		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3008	perseguição	nf	persecution	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3009	fusão	nf	merger, fusion inventado pelo deus pagão Pã – According	EP				projetam a fusão das duas polícias, civil e to legend, this instrument was invented by militar	They’re planning a merger of the the pagan god Pan. two police forces, both the civilian and the 52 | 444 military. 53 | 669+a	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3010	digno	aj	worthy surgira: o trompetista Louis Armstrong –	EP				ele era um auxiliar competente, hábil e One of the most famous jazz musicians had digno de confiança	He was a competent already emerged: the trumpeter Louis aide who was capable and worthy of one’s Armstrong. trust. 53 | 504 53 | 517	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3011	defrontar	v	to face, confront	EP				ela tomou seu medicamento e ficou • o ser humano se defronta dia a dia com dois restabelecida	She took her medication and impulsos contrastantes – Human beings felt better. face two contrasting impulses daily. 53 | 485 52 | 484	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::verb
3012	abrigo	nm	shelter, refuge, sanctuary	EP				os autos foram arquivados no dia 22	• a maioria dos habitats fornece abrigo a um The legal documents were archived on the grande número de espécies – Most habitats 22nd. provide shelter to a large number of species. 52 | 452 53 | 422	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3013	residente	na	resident	EP				fumar provoca cancro do pulmão	Smoking • a população era constituída por 40.808 causes lung cancer. residentes – The population consisted of 40,808 residents. 53 | 482+a -n 54 | 747+a -f -s	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::na
3014	sujo	aj	dirty, soiled de São Carlos – She made her debut as a	EP				é necessário que a roupa suja seja sempre soloist in the São Carlos Theater. lavada	It is imperative that dirty clothes always be washed. 51 | 704 52 | 680+f -a	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3015	inútil	aj	useless	EP				foi comemorado com a celebração de uma • qualquer oposição seria inútil, porque o missa na Catedral da Sé	It was commemo- rapaz não obedecia a ninguém – Any rated with a Mass at the Cathedral of the opposition would be useless, because the Holy See. young boy didn’t obey anybody. 53 | 516+a 52 | 785+f -a	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3016	cabra	nmf	goat (F), guy (M)	EP				o trióxido de hidrogénio é estável a baixas • ainda hoje as cabras são usadas para a temperaturas	Hydrogen trioxide is stable at produção de leite – Even today, goats are low temperatures. used for milk production. 53 | 471 51 | 616+f +s -a -n 3029 bebé nc baby	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::nmf
3017	complementar	aj	complementary, additional	EP				a bebé chorava muito nos braços da ama	• estes dois aspectos são complementares – The baby girl cried a lot in the arms of the These two aspects are complementary. wet nurse. 53 | 529-f 52 | 436	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3018	proveniente	aj	proceeding or resulting from	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3019	solitário	aj	solitary 53 | 385	EP				ele esperava com secreto ardor as horas solitárias da noite	He secretly and	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3020	muralha	nf	city wall	EP				a Santa Inquisição empreendia perseguições • a então capital era protegida por muralhas a todos aqueles que fugiam às regras de quatro quilômetros	The then capital religiosas – The Holy Inquisition carried out was protected by four kilometer long walls. persecutions against those who strayed from 53 | 417 religious norms. 52 | 448	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3021	lenda	nf	legend, story	EP				segundo uma lenda, este instrumento foi		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3022	jazz	nm	jazz	EP				um dos músicos mais famosos do jazz já		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3023	medicamento	nm	medication, medicine	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3024	auto	nm	legal document, theatrical play	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3025	pulmão	nm	lung	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3026	estreia	nf	debut, premiere	EP				ela fez a sua estreia como solista no teatro		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3027	catedral	nf	cathedral	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3028	estável	aj	stable	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3030	misto	na	mix, mixed	EP				esse tipo de erro é proveniente de fatores • os vulcões compósitos ou mistos incontroláveis	That type of error results caracterizam-se por apresentarem os dois from factors beyond our control. tipos de actividade – Composite or mixed 54 | 687+a -s volcanoes are characterized as exhibiting both types of activity.	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::na
3031	desencadear	v	to unleash, cause passionately awaited the solitary hours of the	EP				a independência desencadeou uma guerra	night. Independence unleashed a war. 53 | 544-s 53 | 453 148	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::verb
3032	estatal	aj	relating to the state	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::aj
3033	baiano	na	from Bahia [BP] representada nos concelhos – The Leftist	EP				os preços dos produtores paulistas e baianos Platform will still be represented in the são reajustados	The prices of the producers councils. from the city of São Paulo and from the state 52 | 390 of Bahia are readjusted.	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::na
3034	assinalar	v	to point out livrar-se dos entulhos – The first step in	EP				não podemos deixar de assinalar a organizing your closet is getting rid of your importância do facto	We cannot fail to junk. point out the importance of the fact. 53 | 630-a 53 | 497+n -s	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::verb
3035	excelência	nf	excellence	EP				todos podiam participar nos Jogos, • a excelência artística foi atingida no início da independentemente do seu estatuto social Renascença em Itália	Artistic excellence – All could participate in the Games, was reached at the beginning of the independently of their social stature. Renaissance in Italy. 53 | 481-f 52 | 462	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3036	abuso	nm	abuse	EP				o monte Fuji é o pico mais elevado do Japão	Mount Fuji is the highest peak in Japan. • ela foi acusada de corrupção e de abuso de poder – She was accused of corruption and 52 | 409 abuse of power.	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3037	física	nf	physics light, and agile, with brown hair and deep	EP				Einstein tornou-se professor de física em eyes. 1900	Einstein became a professor of physics in 1900. 52 | 410-n 50 | 1098+a -f	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3038	lembrança	nf	memory, souvenir da câmera – The secret to film-making is the	EP				a lembrança daquela noite angustiou muito correct placement of the camera. o coronel	The memory of that night gave 52 | 492+n the colonel great anxiety. 51 | 822+f -a	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3039	visitante	na	visitor, visiting – The banana tree is native to southeast	EP				alguns países exigem que o visitante Asia. obtenha um visto	Some countries require 53 | 533-f that visitors obtain a visa. 54 | 598+n -s	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::na
3040	maré	nf	tide, flux deixadas pelos seus predecessores – Both	EP				esperou então que, depois da maré alta, were elected, filling the vacancies left by their viesse a maré baixa	He expected then that predecessors. after the high tide, the low tide would come. 52 | 490 52 | 399	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3041	abastecimento	nm	supply, provision, ration	EP				a gravidade da doença varia de ligeira a • o rio Jordão é a fonte de abastecimento de rapidamente mortal	The seriousness of the água da Jordânia – The River Jordan is the disease varies from slow to quickly terminal. source of Jordan’s water supply. 54 | 456-s 53 | 472	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3042	localização	nf	location	EP				na elaboração do plano eles esqueceram-se • os estudos para a definição da localização do que o preço dos materiais de construção futuro aeroporto arrastam-se	The studies tinha aumentado – In the preparation of the to decide the location of the future airport are plan they forgot that the cost of construction being carried out. materials had gone up. 53 | 520-f 53 | 639+a -f	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3043	iluminar	v	to illuminate	EP						3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::verb
3044	leito	nm	bed (archaic)	EP				apesar de ser estatal, a companhia tem • ela deitava-se no leito, e logo se soerguia	mostrado bom desempenho na competição No sooner had she laid down on her bed, she – Although it is state-run, the company would get herself up again. demonstrated high performance in face of 53 | 597+f -n -s competition.	3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.masc
3045	plataforma	nf	platform 53 | 750+n -f	EP				a Plataforma de Esquerda deverá ainda ficar		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::noun.fem
3046	arrumar	v	to organize, arrange 52 | 497+n -a	EP				o primeiro passo para arrumar o armário é		3001-3500		freq::3001-3500 freq500::3001-3500 freq1000::3001-3500 pos::verb
